id,eo_number,president,pres_party,beg_term,end_term,signed_date,year,month,day,congress,divided,commemorative,description,pap_majortopic,pap_subtopic,majortopic,subtopic
163,9697,TRUMAN,100,0,0,19460214,1946,2,14,79,0,0,Providing for the continued stabilization of the national economy during the transition from war to peace,1,110,1,110
164,9698,TRUMAN,100,0,0,19460219,1946,2,19,79,0,0,"Designating public international organizations entitled to enjoy certain privileges, exemptions, and immunities",19,1926,19,1926
165,9699,TRUMAN,100,0,0,19460221,1946,2,21,79,0,0,Reestablishing the Office of Economic Stabilization,1,110,1,110
166,9700,TRUMAN,100,0,0,19460301,1946,3,1,79,0,0,"Creating an emergency board to investigate the disputes between the Texas & New Orleans Railroad Company, carriers, and certain of their employees",10,1005,10,1005
167,9701,TRUMAN,100,0,0,19460304,1946,3,4,79,0,0,Providing for the reservation of rights to fissionable materials in lands owned by the United States,21,2103,21,2103
168,9702,TRUMAN,100,0,0,19460308,1946,3,8,79,0,0,"Creating an emergency board to investigate a dispute between the Alton Railroad Company and other carriers, and certain of their employees",10,1005,10,1005
169,9703,TRUMAN,100,0,0,19460312,1946,3,12,79,0,0,"Regulations relating to the medical care of certain personnel of the Coast Guard, Coast and Geodetic Survey, Public Health Service, and former Lighthouse Service",3,302,3,302
170,9704,TRUMAN,100,0,0,19460314,1946,3,14,79,0,0,Functions of the American Battle Monument Commission,21,2101,21,2101
171,9705,TRUMAN,100,0,0,19460315,1946,3,15,79,0,0,Delegating certain functions and authority under the Agricultural Marketing Agreement Act of 1937 to the Economic Stabilization Director,4,404,4,404
172,9706,TRUMAN,100,0,0,19460315,1946,3,15,79,0,1,"Amending Executive Order No. 9265 of November 6, 1942, establishing the American, European-African-Middle Eastern and Asiatic-Pacific Campaign Medals",16,1699,16,1699
173,9707,TRUMAN,100,0,0,19460323,1946,3,23,79,0,0,,16,1619,16,1619
174,9708,TRUMAN,100,0,0,19460326,1946,3,26,79,0,0,"Specifying communicable diseases for the purpose of regulations providing for the apprehension, detention, or conditional release of individuals to prevent the introduction, transmission, or spread of communicable diseases",3,331,3,331
175,9709,TRUMAN,100,0,0,19460329,1946,3,29,79,0,0,Providing interim arrangements respecting certain air navigation facilities abroad,16,1611,16,1611
176,9710,TRUMAN,100,0,0,19460410,1946,4,10,79,0,0,Terminating the Office of Inter-American Affairs and transferring certain of its functions,19,1921,19,1921
177,9711,TRUMAN,100,0,0,19460411,1946,4,11,79,0,0,Providing reemployment benefits for federal civilian employees who enter civilian service with the War or Navy Departments in occupied areas,20,2004,20,2004
178,9712,TRUMAN,100,0,0,19460413,1946,4,13,79,0,0,"Amendment of Executive Order 8743 of April 23, 1941, extending the classified Civil Service",20,2004,20,2004
179,9713,TRUMAN,100,0,0,19460417,1946,4,17,79,0,0,"Creating an emergency board to investigate a dispute between the Chicago, Rock Island & Pacific Railway Company and certain of its employees",10,1005,10,1005
180,9714,TRUMAN,100,0,0,19460420,1946,4,20,79,0,0,"Amending Executive Order No. 9492, as amended, prescribing regulations governing non-military and non-naval transportation on Army and Navy air transports",16,1699,16,1699
181,9715,TRUMAN,100,0,0,19460423,1946,4,23,79,0,1,On the death of Harlan Fiske Stone,20,2099,20,2099
182,9716,TRUMAN,100,0,0,19460425,1946,4,25,79,0,0,"Creating an emergency board to investigate a dispute between the Railway Express Agency, Inc., and certain of its employees",10,1005,10,1005
183,9717,TRUMAN,100,0,0,19460425,1946,4,25,79,0,0,"Directing the emergency board created by Executive Order 9716 of April 24, 1946 to investigate a dispute between the Railway Express Agency, Inc., and certain of its employees, also to investigate disputes between the agency and certain other of its emplo",10,1005,10,1005
184,9718,TRUMAN,100,0,0,19460503,1946,5,3,79,0,0,Termination of the Petroleum Administration for War,16,1616,16,1616
185,9719,TRUMAN,100,0,0,19460507,1946,5,7,79,0,0,"Creating an emergency board to investigate disputes between the Transcontinental & Western Air, Inc., and other carriers, and certain of their employees",10,1003,10,1003
186,9720,TRUMAN,100,0,0,19460508,1946,5,8,79,0,0,"Discontinuing the Sitka and Subic Bay Naval Airspace Reservation and the Subic Bay, Manila Bay, Los Angeles-Long Beach Harbor, San Diego, San Francisco, Columbia River Entrance, and Strait of Juan De Fuca and Puget Sound Defensive Sea Area",16,1600,16,1600
187,9721,TRUMAN,100,0,0,19460510,1946,5,10,79,0,0,Providing for the transfer of personnel to public international organizations in which the United States government participates,19,1929,19,1929
188,9722,TRUMAN,100,0,0,19460513,1946,5,13,79,0,0,"Reassignment of the functions of the service of supply command and the commanding general, services of supply",16,1616,16,1616
189,9723,TRUMAN,100,0,0,19460514,1946,5,14,79,0,0,Termination of the President's War Relief Control Board,16,1616,16,1616
190,9724,TRUMAN,100,0,0,19460515,1946,5,15,79,0,0,Amendment of Executive Order No. 9672 establishing the National Wage Stabilization Board,1,110,1,110
191,9725,TRUMAN,100,0,0,19460516,1946,5,16,79,0,0,"Designating the Alien Property Custodian to administer the powers and authority conferred upon the President by section 20 and 32 of the Trading with the Enemy Act, as amended",16,1619,16,1619
192,9726,TRUMAN,100,0,0,19460517,1946,5,17,79,0,0,Transfer of fiscal functions relating to lend-lease matters from the Department of State to the Treasury Department,19,1901,19,1901
193,9727,TRUMAN,100,0,0,19460517,1946,5,17,79,0,0,"Possession, control, and operation of certain railroads",16,1610,16,1610
194,9728,TRUMAN,100,0,0,19460521,1946,5,21,79,0,0,Authorizing the Secretary of the Interior to take possession of and to operate certain coal mines,16,1610,16,1610
195,9729,TRUMAN,100,0,0,19460523,1946,5,23,79,0,0,Further defining the functions and duties of the Office of Defense Transportation,16,1619,16,1619
196,9730,TRUMAN,100,0,0,19460524,1946,5,24,79,0,0,"Amendment of Executive Order NO. 9630 of September 27, 1945, redistributing foreign economic functions and functions with respect to surplus property in foreign areas",16,1619,16,1619
197,9731,TRUMAN,100,0,0,19460529,1946,5,29,79,0,0,Creating an emergency board to investigate a dispute between the Hudson & Manhattan Railroad Company and certain of its employees,10,1001,10,1001
198,9732,TRUMAN,100,0,0,19460603,1946,6,3,79,0,0,"Relating to the administration of the Act of February 22, 1935, as amended",8,803,8,803
199,9733,TRUMAN,100,0,0,19460604,1946,6,4,79,0,0,Authorizing certification for probational appointment of certain classes of persons,20,2004,20,2004
200,9734,TRUMAN,100,0,0,19460606,1946,6,6,79,0,1,President's Certificate of Merit,20,2006,20,2006
201,9735,TRUMAN,100,0,0,19460611,1946,6,11,79,0,0,Establishing a Cabinet Committee on Palestine and related problems,19,1921,19,1921
202,9736,TRUMAN,100,0,0,19460614,1946,6,14,79,0,0,"Possession, control, and operation of the transportation systems, plants, and facilities of the Monoghela Connecting Railroad Company",16,1610,16,1610
203,9737,TRUMAN,100,0,0,19460617,1946,6,17,79,0,0,"Revoking section 3 of Executive Order 9328 of April 8, 1943, relating to the stabilization of wages, prices, and salaries",1,110,1,110
204,9738,TRUMAN,100,0,0,19460619,1946,6,19,79,0,0,"Restricting competition in examination for the position of Correctional Officers under the Bureau of Prisons, Department of Justice",12,1205,12,1205
205,9739,TRUMAN,100,0,0,19460620,1946,6,20,79,0,0,Prescribing regulations governing the payment of expenses of transportation of civilian officers and employees transferred incident to the return of departmental functions to the seat of government,16,1616,16,1616
206,9740,TRUMAN,100,0,0,19460620,1946,6,20,79,0,0,"Amendment of Executive Order No. 1888 of February 2, 1914, as amended, relating to conditions of employment in the service of the Panama Canal and the Panama Railroad Company on the Isthmus of Panama",19,1915,19,1915
207,9741,TRUMAN,100,0,0,19460625,1946,6,25,79,0,0,"Extending the existence of the Quetico-Superior Committee, created by Executive Order No. 6783 of June 30, 1934",21,2101,21,2101
208,9742,TRUMAN,100,0,0,19460625,1946,6,25,79,0,0,Termination and liquidating of the War Relocation Authority,16,1616,16,1616
209,9743,TRUMAN,100,0,0,19460626,1946,6,26,79,0,0,"Regulations governing the payment of expenses of transportation of the immediate families of civilian officers and employees of the government, fiscal year 1947",20,2004,20,2004
210,9744,TRUMAN,100,0,0,19460627,1946,6,27,79,0,0,Termination of the Office of the Director of Liquidation,16,1616,16,1616
211,9744.1,TRUMAN,100,0,0,19460629,1946,6,29,79,0,0,Transferring the Review Committee on Department of Government Employees to the Office of War Mobilization and Reconversion,16,1616,16,1616
212,9744.2,TRUMAN,100,0,0,19460629,1946,6,29,79,0,0,"Regulations governing the furnishing of clothing in kind or payment of cash allowances in lieu thereof to enlisted personnel of the Navy, the Coast Guard, the Naval Reserve, and the Coast Guard Reserve",16,1612,16,1612
213,9744.3,TRUMAN,100,0,0,19460629,1946,6,29,79,0,0,"Amending Executive Order No. 6591 of June 1, 1945, prescribing regulations governing the granting of allowances for quarters and subsistence to enlisted men",16,1608,16,1608
214,9745,TRUMAN,100,0,0,19460630,1946,6,30,79,0,0,Providing for the interim administration of certain continuing functions of the Office of Price Administration,1,110,1,110
215,9746,TRUMAN,100,0,0,19460701,1946,7,1,79,0,0,Authorizing the Secretary of War and the Governor of the Panama Canal to perform certain functions relating to the Panama Canal and the Canal Zone,16,1615,16,1615
216,9747,TRUMAN,100,0,0,19460703,1946,7,3,79,0,0,Continuing the functions of the Alien Property Custodian and the Department of the Treasury in the Philippines,21,2105,21,2105
217,9748,TRUMAN,100,0,0,19460703,1946,7,3,79,0,0,"Creating an emergency board to investigate a dispute between the Northwest Airlines, Inc., and certain of its employees",10,1003,10,1003
218,9749,TRUMAN,100,0,0,19460710,1946,7,10,79,0,0,Creating an emergency board to investigate a dispute between the Denver & Rio Grande Western Railroad Company and certain of its employees,10,1005,10,1005
219,9750,TRUMAN,100,0,0,19460710,1946,7,10,79,0,0,"Excluding from the provisions of the Classification Act of 1923, as amended, positions of persons whose employment in government hospitals is on a student-training or resident-training basis",3,325,3,325
220,9751,TRUMAN,100,0,0,19460711,1946,7,11,79,0,0,"Designating public international organizations entitled to enjoy certain privileges, exemptions, and immunities",19,1926,19,1926
221,9752,TRUMAN,100,0,0,19460715,1946,7,15,79,0,0,Restoring certain lands to the Territory of Hawaii for use of the city and county of Honolulu,21,2105,21,2105
222,9753,TRUMAN,100,0,0,19460716,1946,7,16,79,0,0,Authorizing the appointment of Ellen S. Woodward to a position as Director of Inter-Agency Relations in the Federal Security Agency without regard to Civil Service rules,20,2005,20,2005
223,9754,TRUMAN,100,0,0,19460716,1946,7,16,79,0,0,Authorizing the appointment of Jewel Wood Swofford to a position as Commissioner for Special Services in the Federal Security Agency without regard to Civil Service rules,20,2005,20,2005
224,9755,TRUMAN,100,0,0,19460716,1946,7,16,79,0,0,Authorizing the appointment of Hattie W. Caraway to a position as member of the Employees' Compensation Appeal Board in the Federal Security Agency without regard to Civil Service rules,20,2005,20,2005
225,9756,TRUMAN,100,0,0,19460716,1946,7,16,79,0,0,Authorizing the appointment of George E. Bigge to a position as Director of Federal-State Relations in the Federal Security Agency without regard to Civil Service rules,20,2005,20,2005
226,9757,TRUMAN,100,0,0,19460716,1946,7,16,79,0,0,Authorizing the appointment of Arthur J. Altmeyer to a position as Commissioner for Social Security in the Federal Security Agency without regard to Civil Service rules,20,2005,20,2005
227,9758,TRUMAN,100,0,0,19460719,1946,7,19,79,0,0,Authorizing the Secretary of the Interior to take possession of and to operate certain coal mines,16,1610,16,1610
228,9759,TRUMAN,100,0,0,19460722,1946,7,22,79,0,0,Suspending certain statutory provisions relating to employment in the Canal Zone,19,1915,19,1915
229,9760,TRUMAN,100,0,0,19460723,1946,7,23,79,0,0,Conferring certain authority upon the Secretary of State with regard to diplomatic and consular property of Germany and Japan within the United States,16,1619,16,1619
230,9761,TRUMAN,100,0,0,19460723,1946,7,23,79,0,0,Preservation and display of enemy flags captured by the Navy and the Coast Guard,16,1619,16,1619
231,9762,TRUMAN,100,0,0,19460725,1946,7,25,79,0,0,Transferring the functions of the Office of Economic Stabilization to the Office of War Mobilization and Reconversion,16,1604,16,1604
232,9763,TRUMAN,100,0,0,19460727,1946,7,27,79,0,0,Creating an emergency board to investigate a dispute between the Pullman Company and certain of its employees,10,1005,10,1005
233,9764,TRUMAN,100,0,0,19460729,1946,7,29,79,0,0,"Inspection of income, excess-profits, declared value excess-profits, and capital stock tax returns by the Special Committee established pursuant to Senate Resolution 71, Seventy-Seventh Congress, First Session, to investigate the operation of the National",20,2009,20,2009
234,9765,TRUMAN,100,0,0,19460729,1946,7,29,79,0,0,"Authorizing the appointment of Albert H. Ladner, Jr. to a position as member of the Employees' Compensation Appeal Board in the Federal Security Agency without regard to Civil Service rules",20,2005,20,2005
235,9766,TRUMAN,100,0,0,19460731,1946,7,31,79,0,0,Authorizing the detail of an Army officer for military duty with the Institute of Inter-American Affairs and the Inter-American Educational Foundation,19,1900,19,1900
236,9767,TRUMAN,100,0,0,19460809,1946,8,9,79,0,0,Amending the Foreign Service regulations of the United States,19,1929,19,1929
237,9768,TRUMAN,100,0,0,19460809,1946,8,9,79,0,0,"Extending the provisions of Executive Order No. 9177 of May 30, 1942, to the Secretary of Commerce",15,1500,15,1500
