id,year,Deflator,amount,chngdllr,pctChng,amount_nominal,TrueCode,majorfunction,subfunction,FunctionName,IsItMajorFunction,IsItSubFunction,IsItSubSubFunction,programmatic,discretionary,mandatory,Congress
244,1949,0.1375,54167,34542.9,176.0237464,7448,150 IAff,150,,International Affairs,1,0,0,0,0,0,81
245,1949,0.1375,0,0,,0,150 TF/R,150,150.1,International Affairs- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,81
246,1949,0.1375,210,210.909,,29,151 IDev,150,151,International Development and Humanitarian Assistance,0,1,0,1,1,0,81
247,1949,0.1375,51781,34711.9,203.3622356,7120,152 ISec,150,152,International Security Assistance,0,1,0,1,1,0,81
248,1949,0.1375,2174,-379.925,-14.8756852,299,153 forn,150,153,Conduct of Foreign Affairs,0,1,0,1,1,0,81
249,1949,0.1375,0,0,,0,154 Info,150,154,Foreign Information and Exchange Activities,0,1,0,1,1,0,81
250,1949,0.1375,0,0,,0,155 IFin,150,155,International Financial Programs,0,1,0,0,0,0,81
251,1949,0.1375,356,356.364,,49,250 Scie,250,,"Science, Space, and Technology",1,0,0,0,0,0,81
252,1949,0.1375,0,0,,0,250 TF/R,250,250.1,"Science, Space, and Technology- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,81
253,1949,0.1375,0,0,,0,251 Sci,250,251,General Science and Basic Research,0,1,0,1,1,0,81
254,1949,0.1375,356,356.364,,49,252 Spc,250,252,"Space Flight, Research, and Supporting Activities",0,1,0,1,1,0,81
255,1949,0.1375,392,129.767,49.52938931,54,270 Ener,270,,Energy,1,0,0,0,0,0,81
256,1949,0.1375,0,0,,0,270 TF/R,270,270.1,Energy- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,81
257,1949,0.1375,392,129.767,49.52938931,54,271 ESup,270,271,Energy Supply,0,1,0,0,0,0,81
258,1949,0.1375,0,0,,0,272 ECon,270,272,Energy Conservation,0,1,0,1,1,0,81
259,1949,0.1375,0,0,,0,274 EPrp,270,274,Emergency Energy Preparedness,0,1,0,1,1,0,81
260,1949,0.1375,0,0,,0,276 EInf,270,276,"Energy Information, Policy, and Regulation",0,1,0,1,1,0,81
261,1949,0.1375,7461,2540.71,51.62995326,1026,300 NatR,300,,Natural Resources,1,0,0,0,0,0,81
262,1949,0.1375,0,0,,0,300 TF/R,300,300.1,Natural Resources- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,81
263,1949,0.1375,5047,1433.45,39.6747855,694,301 Watr,300,301,Water Resources,0,1,0,1,1,0,81
264,1949,0.1375,2036,1044.63,105.4117053,280,302 Land,300,302,Conservation and Land Management,0,1,0,1,1,0,81
265,1949,0.1375,276,43.456,18.73103448,38,303 Recr,300,303,Recreational Resources,0,1,0,1,1,0,81
266,1949,0.1375,0,0,,0,304 Polu,300,304,Pollution Control and Abatement,0,1,0,1,1,0,81
267,1949,0.1375,101,19.1736,23.38243902,14,306 Othr,300,306,Other Natural Resources,0,1,0,1,1,0,81
268,1949,0.1375,4596,-257.13,-5.298372141,632,350 Agri,350,,Agriculture,1,0,0,0,0,0,81
269,1949,0.1375,0,0,,0,350 TF/R,350,350.1,Agriculture- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,81
270,1949,0.1375,3330,-350.533,-9.522765553,458,351 FInc,350,351,Farm Income Stabilization,0,1,0,1,0,1,81
271,1949,0.1375,1265,93.4035,7.969581911,174,352 AgRe,350,352,Agricultural Research and Services,0,1,0,1,1,0,81
272,1949,0.1375,4974,1683.79,51.17902736,684,370 Comr,370,,Commerce and Housing Credit,1,0,0,0,0,0,81
273,1949,0.1375,0,0,,0,370 TF/R,370,370.1,Commerce and Housing Credit- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,81
274,1949,0.1375,80,34.9211,77.60244444,11,371 Mort,370,371,Mortgage Credit,0,1,0,0,0,0,81
275,1949,0.1375,3832,1503.65,64.5620438,527,372 Post,370,372,Postal Service,0,1,0,0,0,0,81
276,1949,0.1375,0,0,,0,373 DepI,370,373,Deposit Insurance,0,1,0,0,0,0,81
277,1949,0.1375,1061,145.214,15.85305677,146,376 Othr,370,376,Other Advancement of Commerce,0,1,0,1,1,0,81
278,1949,0.1375,7381,124.117,1.71030729,1015,400 TRNS,400,,Transportation,1,0,0,0,0,0,81
279,1949,0.1375,0,0,,0,400 TF/R,400,400.1,Transportation- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,81
280,1949,0.1375,3432,1201.32,53.84670551,472,401 GTrn,400,401,Ground Transportation,0,1,0,1,1,0,81
281,1949,0.1375,778,-469.001,-37.61034483,107,402 AirT,400,402,Air Transportation,0,1,0,1,1,0,81
282,1949,0.1375,3170,-608.204,-16.09431066,436,403 WTrn,400,403,Water Transportation,0,1,0,1,1,0,81
283,1949,0.1375,0,0,,0,407 OthT,400,407,Other Transportation,0,1,0,1,1,0,81
284,1949,0.1375,160,99.8948,166.4913333,22,450 CDev,450,,Community and Regional Development,1,0,0,0,0,0,81
285,1949,0.1375,0,0,,0,450 TF/R,450,450.1,Community and Regional Development- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,81
286,1949,0.1375,14,-0.480841,-3.205606667,2,451 CDev,450,451,Community Development,0,1,0,1,1,0,81
287,1949,0.1375,145,100.376,223.0577778,20,452 RDev,450,452,Area and Regional Development,0,1,0,1,1,0,81
288,1949,0.1375,0,0,,0,453 DRef,450,453,Disaster Relief and Insurance,0,1,0,1,1,0,81
289,1949,0.1375,756,-55.0563,-6.788692972,104,500 Educ,500,,"Education, Training, Employment, Social Services",1,0,0,0,0,0,81
290,1949,0.1375,0,0,,0,500 TF/R,500,500.1,"Education, Training, Employment, Social Services- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,81
291,1949,0.1375,247,-75.7926,-23.46520124,34,501 ElEd,500,501,"Elementary, Secondary, and Vocational Education",0,1,0,1,1,0,81
292,1949,0.1375,80,-10.1578,-11.28644444,11,502 HiEd,500,502,Higher Education,0,1,0,1,0,1,81
293,1949,0.1375,196,16.0481,8.915611111,27,503 Resh,500,503,Research and General Education Aids,0,1,0,1,1,0,81
294,1949,0.1375,138,55.5372,67.72829268,19,504 Trng,500,504,Training and Employment,0,1,0,1,1,0,81
295,1949,0.1375,94,-40.6912,-30.14162963,13,505 Othr,500,505,Other Labor Services,0,1,0,1,1,0,81
296,1949,0.1375,0,0,,0,506 SoSv,500,506,Social Services,0,1,0,1,1,0,81
297,1949,0.1375,1520,160.12,11.78219279,209,550 Heth,550,,Health,1,0,0,0,0,0,81
298,1949,0.1375,0,0,,0,550 TF/R,550,550.1,Health- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,81
299,1949,0.1375,1483,153.809,11.57328819,204,551 Hlth,550,551,Health Care Services,0,1,0,1,0,1,81
300,1949,0.1375,0,0,,0,552 HRes,550,552,Health Research and Training,0,1,0,1,1,0,81
301,1949,0.1375,36,6.31104,21.0368,5,554 Osha,550,554,Consumer and Occupational Health and Safety,0,1,0,1,1,0,81
302,1949,0.1375,0,0,,0,571 MedC,571,,Medicare,1,1,0,1,0,1,81
303,1949,0.1375,29389,3881.95,15.21915553,4041,600 IncS,600,,Income Security,1,0,0,0,0,0,81
304,1949,0.1375,0,0,,0,600 TF/R,600,600.1,Income Security- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,81
305,1949,0.1375,6741,-132.712,-1.930637184,927,601 Retr,600,601,General Retirement and Disability Insurance (excluding social security),0,1,0,1,0,1,81
306,1949,0.1375,3236,-430.053,-11.73085106,445,602 FedR,600,602,Federal Employee Retirement and  Disability,0,1,0,1,0,1,81
307,1949,0.1375,10930,3214.91,41.66550026,1503,603 Unem,600,603,Unemployment compensation,0,1,0,1,0,1,81
308,1949,0.1375,872,-216.679,-19.89706152,120,604 Hous,600,604,Housing assistance,0,1,0,1,1,0,81
309,1949,0.1375,545,19.5342,3.7208,75,605 Food,600,605,Food and nutrition assistance,0,1,0,1,0,1,81
310,1949,0.1375,7061,1426.96,25.32765353,971,609 Othr,600,609,Other income security,0,1,0,1,0,1,81
311,1949,0.1375,13992,416.469,3.067685622,1924,651 SSec,651,,Social Security,1,1,0,1,0,1,81
312,1949,0.1375,46392,-8986.69,-16.22761336,6379,700 Vets,700,,Veterans' Benefits and Services,1,0,0,0,0,0,81
313,1949,0.1375,0,0,,0,700 TF/R,700,700.1,Veterans' Benefits and Services- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,81
314,1949,0.1375,18618,-1231.56,-6.20464507,2560,701 VetI,700,701,Income Security for Veterans,0,1,0,1,0,1,81
315,1949,0.1375,19425,-9169.59,-32.06710963,2671,702 VetE,700,702,"Veterans Education, Training, and  Rehabilitation",0,1,0,1,0,1,81
316,1949,0.1375,8349,1414.46,20.39890395,1148,703 Hosp,700,703,Hospital and Medical Care for Veterans,0,1,0,1,1,0,81
317,1949,0.1375,0,0,,0,704 VetH,700,704,Veterans Housing,0,1,0,0,0,0,81
318,1949,0.1375,0,0,,0,705 VetO,700,705,Other Veterans Benefits and Services,0,1,0,1,1,0,81
319,1949,0.1375,778,19.3539,2.55328496,107,750 Just,750,,Justice Administration,1,0,0,0,0,0,81
320,1949,0.1375,0,0,,0,750 TF/R,750,750.1,Justice Administration- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,81
321,1949,0.1375,494,36.2434,7.913406114,68,751 LawE,750,751,Federal Law Enforcement Activities,0,1,0,1,1,0,81
322,1949,0.1375,145,-4.80841,-3.205606667,20,752 Liti,750,752,Federal Litigative and Judicial Activities,0,1,0,1,1,0,81
323,1949,0.1375,138,-12.0811,-8.054066667,19,753 Corr,750,753,Federal Correctional Activities,0,1,0,1,1,0,81
324,1949,0.1375,0,0,,0,754 CJst,750,754,Criminal Justice Assistance,0,1,0,1,1,0,81
325,1949,0.1375,6880,-1925.41,-21.86723453,946,800 Govt,800,,General Government,1,0,0,0,0,0,81
326,1949,0.1375,269,-1.38242,-0.512007407,37,801 Lege,800,801,Legislative Functions,0,1,0,1,1,0,81
327,1949,0.1375,80,19.8948,33.158,11,802 Exec,800,802,Executive Direction and Management,0,1,0,1,1,0,81
328,1949,0.1375,2807,-588.67,-17.33932253,386,803 Fisc,800,803,Central Fiscal Operations,0,1,0,1,1,0,81
329,1949,0.1375,1134,616.138,118.9455598,156,804 Prop,800,804,General Property and Records Management,0,1,0,1,1,0,81
330,1949,0.1375,429,301.367,237.2968504,59,805 Pers,800,805,Central Personnel Management,0,1,0,1,1,0,81
331,1949,0.1375,1221,-183.141,-13.04423077,168,806 Asst,800,806,General Purpose Fiscal Assistance,0,1,0,1,1,0,81
332,1949,0.1375,938,-2089.62,-69.03270565,129,808 Othr,800,808,Other General Government,0,1,0,1,1,0,81
333,1949,0.1375,0,0,,0,809 Dedu,800,809,Deductions for Offsetting Receipts,0,1,0,0,0,0,81
334,1949,0.1375,39556,149.902,0.380403999,5439,900 NetI,900,,Net Interest,1,0,0,0,0,0,81
335,1949,0.1375,38923,-54.5755,-0.140016163,5352,901 Inte,900,901,Interest on the Public Debt,0,1,0,1,0,1,81
336,1949,0.1375,0,0,,0,902 OnBT,900,902,Interest Received by On-budget Trust Funds,0,1,0,0,0,0,81
337,1949,0.1375,0,0,,0,903 OfBT,900,903,Interest Received by Off-budget Trust Funds,0,1,0,0,0,0,81
338,1949,0.1375,632,204.478,47.77523364,87,908 Othr,900,908,Other Interest,0,1,0,0,0,0,81
339,1949,0.1375,0,0,,0,909 Invst,900,909,Other Investment Income,0,1,0,0,0,0,81
340,1949,0.1375,0,0,,0,950 Undt,950,,Undistributed Offsetting Receipts,1,0,0,0,0,0,81
341,1949,0.1375,0,0,,0,951 EmpO,950,951,"Employer Share, Employee Retirement (On-budget)",0,1,0,0,0,0,81
342,1949,0.1375,0,0,,0,952 EmpF,950,952,"Employer Share, Employee Retirement (Off-budget)",0,1,0,0,0,0,81
343,1949,0.1375,0,0,,0,953 Rent,950,953,Rents and Royalties on the Outer Continental Shelf,0,1,0,0,0,0,81
344,1949,0.1375,0,0,,0,954 Sale,950,954,Sale of Major Assets,0,1,0,0,0,0,81
345,1949,0.1375,0,0,,0,959 Recp,950,959,Other Undistributed Offsetting Receipts,0,1,0,0,0,0,81
346,1950,0.1355,431823,129474,42.82269827,58512,Totl BA,0,0,Total Budget Authority,0,0,0,0,0,0,81
347,1950,0.1355,115063,31470,37.64714327,15591,050 Defs,50,,National Defense,1,0,0,0,0,0,81
348,1950,0.1355,0,0,,0,050 TF/R,50,50.1,National Defense- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,81
349,1950,0.1355,105550,29193.5,38.23340667,14302,051-Mil,50,51,Department of Defense-Military,0,1,0,1,1,0,81
350,1950,0.1355,0,0,,0,051-MilP,50,51.1,Department of Defense-Military- Military Personnel,0,0,1,1,1,0,81
351,1950,0.1355,0,0,,0,051-O&M,50,51.2,Department of Defense-Military- Operation and Maintenance,0,0,1,1,1,0,81
352,1950,0.1355,0,0,,0,051-Proc,50,51.3,Department of Defense-Military- Procurement,0,0,1,1,1,0,81
353,1950,0.1355,0,0,,0,051-RDTE,50,51.4,"Department of Defense-Military- Research, Development, Test, and Evaluation",0,0,1,1,1,0,81
354,1950,0.1355,0,0,,0,051-MlCn,50,51.5,Department of Defense-Military- Military Construction,0,0,1,1,1,0,81
355,1950,0.1355,0,0,,0,051-FamH,50,51.6,Department of Defense-Military- Family Housing,0,0,1,1,1,0,81
356,1950,0.1355,0,0,,0,051-Othr,50,51.9,Department of Defense-Military- Other,0,0,1,1,1,0,81
357,1950,0.1355,6191,1668.25,36.88370551,839,053 Atom,50,53,Atomic Energy Defense Activities,0,1,0,1,1,0,81
358,1950,0.1355,3321,608.306,22.43016224,450,054 Drel,50,54,Defense-related Activities,0,1,0,1,1,0,81
359,1950,0.1355,53143,-1023.36,-1.889268374,7201,150 IAff,150,,International Affairs,1,0,0,0,0,0,81
360,1950,0.1355,0,0,,0,150 TF/R,150,150.1,International Affairs- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,81
361,1950,0.1355,1926,1715.29,816.8047619,261,151 IDev,150,151,International Development and Humanitarian Assistance,0,1,0,1,1,0,81
362,1950,0.1355,49217,-2564.11,-4.951835615,6669,152 ISec,150,152,International Security Assistance,0,1,0,1,1,0,81
363,1950,0.1355,2000,-174.545,-8.02874885,271,153 forn,150,153,Conduct of Foreign Affairs,0,1,0,1,1,0,81
364,1950,0.1355,0,0,,0,154 Info,150,154,Foreign Information and Exchange Activities,0,1,0,1,1,0,81
365,1950,0.1355,0,0,,0,155 IFin,150,155,International Financial Programs,0,1,0,0,0,0,81
366,1950,0.1355,966,610.426,171.4679775,131,250 Scie,250,,"Science, Space, and Technology",1,0,0,0,0,0,81
367,1950,0.1355,0,0,,0,250 TF/R,250,250.1,"Science, Space, and Technology- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,81
368,1950,0.1355,0,0,,0,251 Sci,250,251,General Science and Basic Research,0,1,0,1,1,0,81
369,1950,0.1355,966,610.426,171.4679775,131,252 Spc,250,252,"Space Flight, Research, and Supporting Activities",0,1,0,1,1,0,81
370,1950,0.1355,4420,4027.94,1027.535714,599,270 Ener,270,,Energy,1,0,0,0,0,0,81
371,1950,0.1355,0,0,,0,270 TF/R,270,270.1,Energy- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,81
372,1950,0.1355,4420,4027.94,1027.535714,599,271 ESup,270,271,Energy Supply,0,1,0,0,0,0,81
373,1950,0.1355,0,0,,0,272 ECon,270,272,Energy Conservation,0,1,0,1,1,0,81
374,1950,0.1355,0,0,,0,274 EPrp,270,274,Emergency Energy Preparedness,0,1,0,1,1,0,81
375,1950,0.1355,0,0,,0,276 EInf,270,276,"Energy Information, Policy, and Regulation",0,1,0,1,1,0,81
376,1950,0.1355,10664,3202.39,42.92172631,1445,300 NatR,300,,Natural Resources,1,0,0,0,0,0,81
377,1950,0.1355,0,0,,0,300 TF/R,300,300.1,Natural Resources- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,81
378,1950,0.1355,5483,436.122,8.641212602,743,301 Watr,300,301,Water Resources,0,1,0,1,1,0,81
379,1950,0.1355,4612,2576.18,126.5314342,625,302 Land,300,302,Conservation and Land Management,0,1,0,1,1,0,81
380,1950,0.1355,450,173.821,62.97862319,61,303 Recr,300,303,Recreational Resources,0,1,0,1,1,0,81
381,1950,0.1355,0,0,,0,304 Polu,300,304,Pollution Control and Abatement,0,1,0,1,1,0,81
382,1950,0.1355,118,16.263,16.1019802,16,306 Othr,300,306,Other Natural Resources,0,1,0,1,1,0,81
383,1950,0.1355,17276,12680.4,275.9007833,2341,350 Agri,350,,Agriculture,1,0,0,0,0,0,81
384,1950,0.1355,0,0,,0,350 TF/R,350,350.1,Agriculture- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,81
385,1950,0.1355,16155,12824.1,385.1081081,2189,351 FInc,350,351,Farm Income Stabilization,0,1,0,1,0,1,81
386,1950,0.1355,1121,-143.683,-11.35833992,152,352 AgRe,350,352,Agricultural Research and Services,0,1,0,1,1,0,81
387,1950,0.1355,34258,29283.8,588.7374347,4642,370 Comr,370,,Commerce and Housing Credit,1,0,0,0,0,0,81
388,1950,0.1355,0,0,,0,370 TF/R,370,370.1,Commerce and Housing Credit- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,81
389,1950,0.1355,29328,29248.4,36560.5,3974,371 Mort,370,371,Mortgage Credit,0,1,0,0,0,0,81
390,1950,0.1355,4118,285.354,7.446607516,558,372 Post,370,372,Postal Service,0,1,0,0,0,0,81
391,1950,0.1355,0,0,,0,373 DepI,370,373,Deposit Insurance,0,1,0,0,0,0,81
392,1950,0.1355,811,-250.01,-23.56361923,110,376 Othr,370,376,Other Advancement of Commerce,0,1,0,1,1,0,81
393,1950,0.1355,8686,1304.53,17.67416339,1177,400 TRNS,400,,Transportation,1,0,0,0,0,0,81
394,1950,0.1355,0,0,,0,400 TF/R,400,400.1,Transportation- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,81
395,1950,0.1355,3778,345.871,10.07782634,512,401 GTrn,400,401,Ground Transportation,0,1,0,1,1,0,81
396,1950,0.1355,1380,601.892,77.36401028,187,402 AirT,400,402,Air Transportation,0,1,0,1,1,0,81
397,1950,0.1355,3527,356.766,11.25444795,478,403 WTrn,400,403,Water Transportation,0,1,0,1,1,0,81
398,1950,0.1355,0,0,,0,407 OthT,400,407,Other Transportation,0,1,0,1,1,0,81
399,1950,0.1355,1247,1087.23,679.51875,169,450 CDev,450,,Community and Regional Development,1,0,0,0,0,0,81
400,1950,0.1355,0,0,,0,450 TF/R,450,450.1,Community and Regional Development- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,81
401,1950,0.1355,1151,1136.75,8119.642857,156,451 CDev,450,451,Community Development,0,1,0,1,1,0,81
402,1950,0.1355,95,-49.5136,-34.14731034,13,452 RDev,450,452,Area and Regional Development,0,1,0,1,1,0,81
403,1950,0.1355,0,0,,0,453 DRef,450,453,Disaster Relief and Insurance,0,1,0,1,1,0,81
404,1950,0.1355,1394,638.47,84.4537037,189,500 Educ,500,,"Education, Training, Employment, Social Services",1,0,0,0,0,0,81
405,1950,0.1355,0,0,,0,500 TF/R,500,500.1,"Education, Training, Employment, Social Services- Trust Fund and Offsetting Receipts",0,0,0,0,0,0,81
406,1950,0.1355,258,11.0299,4.465546559,35,501 ElEd,500,501,"Elementary, Secondary, and Vocational Education",0,1,0,1,1,0,81
407,1950,0.1355,125,45.4613,56.826625,17,502 HiEd,500,502,Higher Education,0,1,0,1,0,1,81
408,1950,0.1355,575,379.282,193.5112245,78,503 Resh,500,503,Research and General Education Aids,0,1,0,1,1,0,81
409,1950,0.1355,169,31.5599,22.86949275,23,504 Trng,500,504,Training and Employment,0,1,0,1,1,0,81
410,1950,0.1355,95,1.3955,1.484574468,13,505 Othr,500,505,Other Labor Services,0,1,0,1,1,0,81
411,1950,0.1355,169,169.742,,23,506 SoSv,500,506,Social Services,0,1,0,1,1,0,81
412,1950,0.1355,2678,1158.97,76.24802632,363,550 Heth,550,,Health,1,0,0,0,0,0,81
413,1950,0.1355,0,0,,0,550 TF/R,550,550.1,Health- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,81
414,1950,0.1355,2634,1151.05,77.61631827,357,551 Hlth,550,551,Health Care Services,0,1,0,1,0,1,81
415,1950,0.1355,0,0,,0,552 HRes,550,552,Health Research and Training,0,1,0,1,1,0,81
416,1950,0.1355,44,7.91681,21.99113889,6,554 Osha,550,554,Consumer and Occupational Health and Safety,0,1,0,1,1,0,81
417,1950,0.1355,0,0,,0,571 MedC,571,,Medicare,1,1,0,1,0,1,81
418,1950,0.1355,42671,13282.5,45.1954813,5782,600 IncS,600,,Income Security,1,0,0,0,0,0,81
419,1950,0.1355,0,0,,0,600 TF/R,600,600.1,Income Security- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,81
420,1950,0.1355,7837,1095.82,16.2560451,1062,601 Retr,600,601,General Retirement and Disability Insurance (excluding social security),0,1,0,1,0,1,81
421,1950,0.1355,4206,970.278,29.98386897,570,602 FedR,600,602,Federal Employee Retirement and  Disability,0,1,0,1,0,1,81
422,1950,0.1355,16428,5497.14,50.29405306,2226,603 Unem,600,603,Unemployment compensation,0,1,0,1,0,1,81
423,1950,0.1355,5461,4588.53,526.2075688,740,604 Hous,600,604,Housing assistance,0,1,0,1,1,0,81
424,1950,0.1355,619,74.4717,13.66453211,84,605 Food,600,605,Food and nutrition assistance,0,1,0,1,0,1,81
425,1950,0.1355,8118,1056.26,14.95907095,1100,609 Othr,600,609,Other income security,0,1,0,1,0,1,81
426,1950,0.1355,17468,3475.91,24.84212407,2367,651 SSec,651,,Social Security,1,1,0,1,0,1,81
427,1950,0.1355,71638,25245.6,54.4180031,9707,700 Vets,700,,Veterans' Benefits and Services,1,0,0,0,0,0,81
428,1950,0.1355,0,0,,0,700 TF/R,700,700.1,Veterans' Benefits and Services- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,81
429,1950,0.1355,42922,24304.3,130.5419487,5816,701 VetI,700,701,Income Security for Veterans,0,1,0,1,0,1,81
430,1950,0.1355,22258,2832.85,14.58352638,3016,702 VetE,700,702,"Veterans Education, Training, and  Rehabilitation",0,1,0,1,0,1,81
431,1950,0.1355,4405,-3943.19,-47.22948856,597,703 Hosp,700,703,Hospital and Medical Care for Veterans,0,1,0,1,1,0,81
432,1950,0.1355,0,0,,0,704 VetH,700,704,Veterans Housing,0,1,0,0,0,0,81
433,1950,0.1355,2051,2051.66,,278,705 VetO,700,705,Other Veterans Benefits and Services,0,1,0,1,1,0,81
434,1950,0.1355,870,92.6669,11.9109126,118,750 Just,750,,Justice Administration,1,0,0,0,0,0,81
435,1950,0.1355,0,0,,0,750 TF/R,750,750.1,Justice Administration- Trust Fund and Offsetting Receipts,0,0,0,0,0,0,81
436,1950,0.1355,560,66.3402,13.42919028,76,751 LawE,750,751,Federal Law Enforcement Activities,0,1,0,1,1,0,81
437,1950,0.1355,162,16.9071,11.66006897,22,752 Liti,750,752,Federal Litigative and Judicial Activities,0,1,0,1,1,0,81
438,1950,0.1355,147,9.41966,6.82584058,20,753 Corr,750,753,Federal Correctional Activities,0,1,0,1,1,0,81
439,1950,0.1355,0,0,,0,754 CJst,750,754,Criminal Justice Assistance,0,1,0,1,1,0,81
440,1950,0.1355,6428,-451.956,-6.569127907,871,800 Govt,800,,General Government,1,0,0,0,0,0,81
441,1950,0.1355,405,136.813,50.8598513,55,801 Lege,800,801,Legislative Functions,0,1,0,1,1,0,81
442,1950,0.1355,51,-28.3395,-35.424375,7,802 Exec,800,802,Executive Direction and Management,0,1,0,1,1,0,81
443,1950,0.1355,2944,137.377,4.894086213,399,803 Fisc,800,803,Central Fiscal Operations,0,1,0,1,1,0,81
444,1950,0.1355,708,-426.058,-37.5712522,96,804 Prop,800,804,General Property and Records Management,0,1,0,1,1,0,81
445,1950,0.1355,369,-60.0872,-14.00634033,50,805 Pers,800,805,Central Personnel Management,0,1,0,1,1,0,81
446,1950,0.1355,1040,-181.228,-14.84258804,141,806 Asst,800,806,General Purpose Fiscal Assistance,0,1,0,1,1,0,81
447,1950,0.1355,907,-30.4327,-3.244424307,123,808 Othr,800,808,Other General Government,0,1,0,1,1,0,81
448,1950,0.1355,0,0,,0,809 Dedu,800,809,Deductions for Offsetting Receipts,0,1,0,0,0,0,81
449,1950,0.1355,42944,3388.29,8.56580544,5819,900 NetI,900,,Net Interest,1,0,0,0,0,0,81
450,1950,0.1355,42228,3305.15,8.491508876,5722,901 Inte,900,901,Interest on the Public Debt,0,1,0,1,0,1,81
451,1950,0.1355,0,0,,0,902 OnBT,900,902,Interest Received by On-budget Trust Funds,0,1,0,0,0,0,81
